TOA5,43467,CR800,43467,CR800.Std.32.02,CPU:AWI_V2.1_Katrin.CR8,5929,OperatorView,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Counter,DepthCm,BattVolts,latitude_a,latitude_b,Longitude_a,Longitude_b,fix_quality,nmbr_satellites,HDOP,altitudeB,DepthVolts,LatitudeDDDDD,LongitudeDDDDD,month,dayofmonth,hourofday,minutes,seconds,microseconds
TS,RN,,,,degrees,minutes,degrees,minutes,unitless,,,,,,,,,,,,
,,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp
2019-12-19 05:30:28.12,9116,100001,0.11,13.06,86,40.592,112,55.3658,1,11,0.7,-2,0.011,0.6765334,0.9227633,12,19,5,30,27,430000
2019-12-19 05:30:51.74,9117,100002,120.3,13.05,86,40.5917,112,55.359,1,11,0.7,-2.3,7.715,0.6765283,0.92265,12,19,5,30,51,60000
2019-12-19 05:55:11.59,9118,100003,28.59,12.87,86,40.8198,112,52.4453,1,10,0.7,4.4,1.837,0.68033,0.8740883,12,19,5,55,10,910000
2019-12-19 05:55:17.31,9119,100004,37.57,12.87,86,40.8202,112,52.45,1,10,0.7,4.2,2.412,0.6803367,0.8741666,12,19,5,55,16,630000
2019-12-19 05:55:22.28,9120,100005,32.29,12.86,86,40.8205,112,52.457,1,10,0.7,3.7,2.073,0.6803417,0.8742834,12,19,5,55,21,600000
2019-12-19 05:55:27.61,9121,100006,31.32,12.87,86,40.8209,112,52.4609,1,10,0.7,3.4,2.012,0.6803483,0.8743483,12,19,5,55,26,930000
2019-12-19 05:55:32.27,9122,100007,29.5,12.86,86,40.821,112,52.4663,1,10,0.7,3.5,1.895,0.68035,0.8744383,12,19,5,55,31,590000
2019-12-19 05:55:36.12,9123,100008,22.68,12.87,86,40.8212,112,52.4735,1,10,0.7,3.4,1.458,0.6803534,0.8745583,12,19,5,55,35,430000
2019-12-19 05:55:40.57,9124,100009,22.68,12.86,86,40.8213,112,52.4855,1,10,0.7,3.5,1.458,0.680355,0.8747584,12,19,5,55,39,890000
2019-12-19 05:55:44.73,9125,100010,22.51,12.87,86,40.8216,112,52.4965,1,10,0.7,3.3,1.447,0.68036,0.8749417,12,19,5,55,44,50000
2019-12-19 05:55:49.81,9126,100011,26.09,12.86,86,40.8219,112,52.51,1,10,0.7,3.2,1.676,0.680365,0.8751666,12,19,5,55,49,130000
2019-12-19 05:57:47.62,9127,100012,24.73,12.85,86,40.8214,112,52.4749,1,9,0.8,1.7,1.589,0.6803567,0.8745816,12,19,5,57,46,940000
2019-12-19 06:17:30.43,9128,100013,28.59,12.72,86,40.8144,112,52.0019,1,10,0.7,4.8,1.837,0.68024,0.8666983,12,19,6,17,29,750000
2019-12-19 06:17:35.14,9129,100014,33.25,12.71,86,40.8147,112,52.0141,1,10,0.7,5,2.135,0.680245,0.8669016,12,19,6,17,34,460000
2019-12-19 06:17:39.26,9130,100015,27.97,12.71,86,40.8152,112,52.0266,1,10,0.7,5,1.797,0.6802534,0.86711,12,19,6,17,38,580000
2019-12-19 06:17:43.49,9131,100016,29.84,12.72,86,40.8157,112,52.0377,1,10,0.7,5.1,1.917,0.6802617,0.867295,12,19,6,17,42,810000
2019-12-19 06:17:49.61,9132,100017,21.03,12.71,86,40.8159,112,52.0485,1,10,0.7,5.5,1.352,0.680265,0.867475,12,19,6,17,48,930000
2019-12-19 06:17:54.25,9133,100018,29.1,12.71,86,40.8164,112,52.0663,1,10,0.7,5.7,1.869,0.6802733,0.8677717,12,19,6,17,53,570000
2019-12-19 06:17:59.15,9134,100019,26.77,12.71,86,40.817,112,52.0834,1,10,0.7,5.7,1.72,0.6802834,0.8680566,12,19,6,17,58,470000
2019-12-19 06:18:03.79,9135,100020,23.76,12.71,86,40.8172,112,52.0951,1,10,0.7,5.9,1.527,0.6802866,0.8682517,12,19,6,18,3,110000
2019-12-19 06:18:08.17,9136,100021,18.98,12.71,86,40.8176,112,52.1126,1,10,0.7,5.8,1.221,0.6802934,0.8685434,12,19,6,18,7,490000
2019-12-19 06:18:13.21,9137,100022,31.78,12.71,86,40.8181,112,52.1281,1,10,0.7,5.9,2.041,0.6803017,0.8688017,12,19,6,18,12,520000
2019-12-19 06:18:18.32,9138,100023,20.97,12.71,86,40.8185,112,52.1431,1,10,0.7,5.8,1.348,0.6803083,0.8690517,12,19,6,18,17,630000
2019-12-19 06:18:22.72,9139,100024,24.27,12.71,86,40.819,112,52.1552,1,10,0.7,6.2,1.56,0.6803167,0.8692534,12,19,6,18,22,40000
2019-12-19 06:18:27.49,9140,100025,27.57,12.71,86,40.8195,112,52.1724,1,10,0.7,6.1,1.771,0.680325,0.86954,12,19,6,18,26,810000
2019-12-19 06:18:32.34,9141,100026,26.55,12.71,86,40.8199,112,52.1868,1,10,0.7,6.2,1.705,0.6803317,0.8697799,12,19,6,18,31,660000
2019-12-19 06:18:37.29,9142,100027,27.63,12.71,86,40.8202,112,52.1999,1,10,0.7,6.4,1.775,0.6803367,0.8699983,12,19,6,18,36,610000
2019-12-19 06:18:42.39,9143,100028,22.51,12.71,86,40.8205,112,52.2104,1,10,0.7,6.2,1.447,0.6803417,0.8701734,12,19,6,18,41,700000
2019-12-19 06:18:46.94,9144,100029,19.89,12.71,86,40.8208,112,52.2225,1,10,0.7,6.1,1.279,0.6803466,0.870375,12,19,6,18,46,260000
2019-12-19 06:18:51.14,9145,100030,14.72,12.71,86,40.821,112,52.233,1,10,0.7,5.9,0.947,0.68035,0.87055,12,19,6,18,50,460000
2019-12-19 06:18:55.34,9146,100031,21.54,12.71,86,40.8215,112,52.2276,1,10,0.7,5.3,1.385,0.6803583,0.87046,12,19,6,18,54,660000
2019-12-19 06:19:00.4,9147,100032,18.36,12.7,86,40.8218,112,52.2485,1,10,0.7,5.2,1.181,0.6803634,0.8708084,12,19,6,18,59,720000
2019-12-19 06:19:06.31,9148,100033,25.98,12.7,86,40.822,112,52.2623,1,10,0.7,5.2,1.669,0.6803666,0.8710383,12,19,6,19,5,620000
2019-12-19 06:19:13.65,9149,100034,29.27,12.71,86,40.8222,112,52.2711,1,10,0.7,4.9,1.88,0.68037,0.871185,12,19,6,19,12,970000
2019-12-19 06:19:19.08,9150,100035,16.54,12.71,86,40.8224,112,52.2835,1,10,0.7,4.8,1.064,0.6803733,0.8713917,12,19,6,19,18,400000
2019-12-19 06:19:24.27,9151,100036,39.22,12.71,86,40.8227,112,52.3009,1,10,0.7,4.5,2.518,0.6803783,0.8716816,12,19,6,19,23,590000
2019-12-19 06:19:29.88,9152,100037,37.57,12.71,86,40.823,112,52.3131,1,10,0.7,4.3,2.412,0.6803834,0.871885,12,19,6,19,29,190000
2019-12-19 06:19:34.76,9153,100038,31.09,12.7,86,40.8232,112,52.3264,1,10,0.7,4,1.997,0.6803866,0.8721066,12,19,6,19,34,80000
2019-12-19 06:19:39.62,9154,100039,24.38,12.7,86,40.8235,112,52.3412,1,10,0.7,3.8,1.567,0.6803917,0.8723534,12,19,6,19,38,930000
2019-12-19 06:19:44.25,9155,100040,22.68,12.7,86,40.8236,112,52.3513,1,10,0.7,3.6,1.458,0.6803934,0.8725216,12,19,6,19,43,570000
2019-12-19 06:19:49.27,9156,100041,16.54,12.7,86,40.824,112,52.3665,1,10,0.7,3.5,1.064,0.6804,0.872775,12,19,6,19,48,590000
2019-12-19 06:19:54.05,9157,100042,14.61,12.7,86,40.8243,112,52.3803,1,10,0.7,3.3,0.94,0.680405,0.873005,12,19,6,19,53,370000
2019-12-19 06:19:59.21,9158,100043,33.99,12.7,86,40.8246,112,52.3974,1,10,0.7,3.2,2.183,0.68041,0.87329,12,19,6,19,58,530000
2019-12-19 06:20:04.04,9159,100044,30.58,12.7,86,40.8249,112,52.4094,1,10,0.7,2.6,1.964,0.680415,0.87349,12,19,6,20,3,360000
2019-12-19 06:20:10.49,9160,100045,20.97,12.7,86,40.8252,112,52.4249,1,10,0.7,2.6,1.348,0.68042,0.8737484,12,19,6,20,9,800000
2019-12-19 06:20:15.29,9161,100046,24.95,12.7,86,40.8256,112,52.44,1,10,0.7,2.7,1.603,0.6804266,0.8739999,12,19,6,20,14,610000
2019-12-19 06:20:19.93,9162,100047,45.08,12.7,86,40.826,112,52.4564,1,10,0.7,2.7,2.893,0.6804334,0.8742734,12,19,6,20,19,250000
2019-12-19 06:20:27.33,9163,100048,19.95,12.7,86,40.8262,112,52.469,1,10,0.7,3,1.283,0.6804366,0.8744834,12,19,6,20,26,650000
2019-12-19 06:20:32.5,9164,100049,17.68,12.69,86,40.8265,112,52.481,1,10,0.7,3,1.137,0.6804417,0.8746834,12,19,6,20,31,820000
2019-12-19 06:20:41.13,9165,100050,39.28,12.69,86,40.8268,112,52.4928,1,10,0.7,3.1,2.522,0.6804467,0.87488,12,19,6,20,40,450000
2019-12-19 06:20:47.62,9166,100051,40.93,12.7,86,40.8272,112,52.5063,1,10,0.7,2.8,2.627,0.6804534,0.875105,12,19,6,20,46,940000
2019-12-19 06:20:53.5,9167,100052,41.38,12.69,86,40.8276,112,52.5212,1,10,0.7,2.5,2.657,0.68046,0.8753533,12,19,6,20,52,820000
2019-12-19 06:20:59.28,9168,100053,28.82,12.7,86,40.8281,112,52.5362,1,10,0.7,2.6,1.851,0.6804683,0.8756034,12,19,6,20,58,600000
2019-12-19 06:21:08.3,9169,100054,21.26,12.69,86,40.8287,112,52.5462,1,10,0.7,2.6,1.367,0.6804783,0.87577,12,19,6,21,7,620000
2019-12-19 06:21:20.3,9170,100055,19.61,12.69,86,40.8292,112,52.5593,1,10,0.7,2.6,1.261,0.6804866,0.8759883,12,19,6,21,19,610000
2019-12-19 06:21:25.65,9171,100056,15.29,12.69,86,40.8293,112,52.5664,1,10,0.7,2.6,0.984,0.6804883,0.8761066,12,19,6,21,24,970000
2019-12-19 06:21:30.62,9172,100057,14.83,12.69,86,40.8298,112,52.5805,1,10,0.7,2.7,0.955,0.6804966,0.8763417,12,19,6,21,29,940000
2019-12-19 06:21:35.86,9173,100058,15.86,12.69,86,40.8302,112,52.5935,1,10,0.7,2.8,1.02,0.6805033,0.8765583,12,19,6,21,35,180000
2019-12-19 06:21:43.44,9174,100059,30.87,12.69,86,40.831,112,52.6077,1,10,0.7,2.9,1.982,0.6805166,0.876795,12,19,6,21,42,760000
2019-12-19 06:21:50.44,9175,100060,46.56,12.69,86,40.8317,112,52.6235,1,10,0.7,2.6,2.988,0.6805283,0.8770583,12,19,6,21,49,760000
2019-12-19 06:21:56.06,9176,100061,45.7,12.69,86,40.8321,112,52.6337,1,10,0.7,2.6,2.934,0.680535,0.8772284,12,19,6,21,55,380000
2019-12-19 06:22:01.81,9177,100062,49.28,12.69,86,40.8325,112,52.6485,1,10,0.7,2.4,3.163,0.6805417,0.877475,12,19,6,22,1,120000
2019-12-19 06:22:07.4,9178,100063,44.17,12.69,86,40.833,112,52.6623,1,10,0.7,2.3,2.835,0.68055,0.877705,12,19,6,22,6,720000
2019-12-19 06:22:12.54,9179,100064,40.13,12.69,86,40.8334,112,52.6752,1,10,0.7,2.2,2.576,0.6805566,0.87792,12,19,6,22,11,860000
2019-12-19 06:22:18.49,9180,100065,45.02,12.69,86,40.8337,112,52.6915,1,10,0.7,2.2,2.89,0.6805617,0.8781917,12,19,6,22,17,810000
2019-12-19 06:22:24.24,9181,100066,38.6,12.69,86,40.8341,112,52.7039,1,10,0.7,2,2.478,0.6805683,0.8783983,12,19,6,22,23,560000
2019-12-19 06:22:31.6,9182,100067,39.73,12.68,86,40.8343,112,52.7186,1,10,0.7,2,2.551,0.6805717,0.8786434,12,19,6,22,30,920000
2019-12-19 06:22:37.03,9183,100068,38.88,12.69,86,40.8344,112,52.7355,1,10,0.7,1.9,2.496,0.6805734,0.878925,12,19,6,22,36,350000
2019-12-19 06:22:45.09,9184,100069,17.11,12.69,86,40.8345,112,52.7496,1,10,0.7,1.9,1.101,0.680575,0.87916,12,19,6,22,44,410000
2019-12-19 06:22:50.18,9185,100070,36.44,12.69,86,40.8348,112,52.7631,1,10,0.7,1.8,2.34,0.68058,0.879385,12,19,6,22,49,500000
2019-12-19 06:22:55.57,9186,100071,41.33,12.68,86,40.8351,112,52.7824,1,10,0.7,1.5,2.653,0.680585,0.8797066,12,19,6,22,54,890000
2019-12-19 06:23:00.03,9187,100072,40.02,12.69,86,40.8355,112,52.796,1,10,0.7,1.5,2.569,0.6805917,0.8799334,12,19,6,22,59,350000
2019-12-19 06:23:05.16,9188,100073,40.76,12.69,86,40.8358,112,52.8106,1,10,0.7,1.5,2.617,0.6805966,0.8801766,12,19,6,23,4,480000
2019-12-19 06:23:10.2,9189,100074,32.34,12.68,86,40.836,112,52.8274,1,10,0.7,1.5,2.077,0.6806,0.8804567,12,19,6,23,9,520000
2019-12-19 06:23:15,9190,100075,36.55,12.69,86,40.8362,112,52.8447,1,10,0.7,1.4,2.347,0.6806034,0.880745,12,19,6,23,14,320000
2019-12-19 06:23:19.93,9191,100076,38.48,12.69,86,40.8363,112,52.8604,1,10,0.7,1.2,2.471,0.680605,0.8810066,12,19,6,23,19,250000
2019-12-19 06:24:56.11,9193,100078,17.9,12.67,86,40.8359,112,52.845,1,10,0.7,0.9,1.152,0.6805983,0.88075,12,19,6,24,55,430000
2019-12-19 06:25:14.81,9194,100079,24.5,12.67,86,40.8359,112,52.8545,1,10,0.7,0.8,1.574,0.6805983,0.8809083,12,19,6,25,14,130000
2019-12-19 06:25:20.47,9195,100080,28.82,12.67,86,40.8362,112,52.8694,1,10,0.7,0.7,1.851,0.6806034,0.8811567,12,19,6,25,19,790000
2019-12-19 06:25:25.92,9196,100081,29.62,12.67,86,40.8366,112,52.8859,1,10,0.7,0.7,1.902,0.68061,0.8814316,12,19,6,25,25,240000
2019-12-19 06:25:31.69,9197,100082,17.79,12.66,86,40.8369,112,52.8967,1,10,0.7,0.7,1.144,0.680615,0.8816117,12,19,6,25,31,10000
2019-12-19 06:25:36.97,9198,100083,28.2,12.67,86,40.8374,112,52.9116,1,10,0.7,0.8,1.811,0.6806233,0.8818599,12,19,6,25,36,290000
2019-12-19 06:25:42.17,9199,100084,38.03,12.67,86,40.8377,112,52.9282,1,10,0.7,0.9,2.442,0.6806283,0.8821366,12,19,6,25,41,490000
2019-12-19 06:25:47.48,9200,100085,32.12,12.67,86,40.8381,112,52.9412,1,10,0.7,1,2.063,0.680635,0.8823534,12,19,6,25,46,800000
2019-12-19 06:25:54.49,9201,100086,20.18,12.67,86,40.8386,112,52.9586,1,10,0.7,1.1,1.297,0.6806434,0.8826434,12,19,6,25,53,810000
2019-12-19 06:25:59.75,9202,100087,25.41,12.67,86,40.8393,112,52.9656,1,10,0.7,1.1,1.633,0.680655,0.88276,12,19,6,25,59,70000
2019-12-19 06:26:04.27,9203,100088,25.58,12.67,86,40.8403,112,52.9706,1,10,0.7,0.8,1.644,0.6806717,0.8828433,12,19,6,26,3,590000
2019-12-19 06:26:08.92,9204,100089,22.57,12.67,86,40.8415,112,52.9727,1,10,0.7,0.9,1.451,0.6806917,0.8828783,12,19,6,26,8,240000
2019-12-19 06:26:13.49,9205,100090,21.54,12.67,86,40.8422,112,52.9745,1,10,0.7,0.8,1.385,0.6807034,0.8829083,12,19,6,26,12,810000
2019-12-19 06:26:18.21,9206,100091,12.5,12.67,86,40.8431,112,52.9772,1,10,0.7,0.8,0.805,0.6807184,0.8829534,12,19,6,26,17,530000
2019-12-19 06:26:22.62,9207,100092,10.06,12.67,86,40.8437,112,52.9798,1,10,0.7,0.7,0.649,0.6807283,0.8829966,12,19,6,26,21,940000
2019-12-19 06:26:26.61,9208,100093,8.64,12.67,86,40.8443,112,52.9809,1,10,0.7,0.7,0.558,0.6807383,0.883015,12,19,6,26,25,930000
2019-12-19 06:26:30.89,9209,100094,8.53,12.66,86,40.8452,112,52.9844,1,10,0.7,0.8,0.55,0.6807534,0.8830734,12,19,6,26,30,210000
2019-12-19 06:26:35.31,9210,100095,11.2,12.67,86,40.8461,112,52.9889,1,10,0.7,0.8,0.722,0.6807683,0.8831483,12,19,6,26,34,630000
2019-12-19 06:26:39.98,9211,100096,10.63,12.66,86,40.8469,112,52.9926,1,10,0.7,0.8,0.685,0.6807817,0.88321,12,19,6,26,39,300000
2019-12-19 06:26:44.34,9212,100097,10.46,12.66,86,40.8478,112,52.9968,1,10,0.7,0.8,0.674,0.6807967,0.88328,12,19,6,26,43,660000
2019-12-19 06:26:49.26,9213,100098,14.72,12.66,86,40.8489,112,52.9994,1,10,0.7,0.7,0.948,0.680815,0.8833234,12,19,6,26,48,580000
2019-12-19 06:26:53.93,9214,100099,11.94,12.66,86,40.8498,112,53.0048,1,10,0.7,0.6,0.769,0.68083,0.8834133,12,19,6,26,53,250000
2019-12-19 06:27:00.43,9215,100100,14.32,12.66,86,40.8508,112,53.0091,1,10,0.7,0.7,0.922,0.6808466,0.883485,12,19,6,26,59,750000
2019-12-19 06:27:05.33,9216,100101,15.18,12.66,86,40.8516,112,53.0114,1,10,0.7,0.8,0.977,0.68086,0.8835233,12,19,6,27,4,640000
2019-12-19 06:27:09.92,9217,100102,19.04,12.66,86,40.8527,112,53.0155,1,10,0.7,0.7,1.225,0.6808783,0.8835917,12,19,6,27,9,240000
2019-12-19 06:27:14.9,9218,100103,21.89,12.66,86,40.8536,112,53.0178,1,10,0.7,0.7,1.407,0.6808933,0.88363,12,19,6,27,14,210000
2019-12-19 06:27:20.38,9219,100104,14.84,12.66,86,40.8547,112,53.0204,1,9,0.8,0.6,0.955,0.6809117,0.8836734,12,19,6,27,19,690000
2019-12-19 06:27:27.23,9220,100105,21.66,12.66,86,40.8554,112,53.0214,1,9,0.8,0.6,1.392,0.6809234,0.88369,12,19,6,27,26,550000
2019-12-19 06:27:32.44,9221,100106,19.73,12.66,86,40.8563,112,53.024,1,9,0.8,0.4,1.268,0.6809384,0.8837334,12,19,6,27,31,760000
2019-12-19 06:27:39.36,9222,100107,21.21,12.65,86,40.8574,112,53.0261,1,9,0.8,0.2,1.363,0.6809566,0.8837683,12,19,6,27,38,680000
2019-12-19 06:27:44.52,9223,100108,23.93,12.66,86,40.8581,112,53.024,1,9,0.8,0.2,1.538,0.6809683,0.8837334,12,19,6,27,43,840000
2019-12-19 06:27:49.61,9224,100109,18.93,12.66,86,40.8591,112,53.0263,1,9,0.8,0.2,1.217,0.680985,0.8837717,12,19,6,27,48,920000
2019-12-19 06:27:54.89,9225,100110,16.09,12.66,86,40.8601,112,53.0276,1,9,0.8,0.3,1.035,0.6810017,0.8837933,12,19,6,27,54,210000
2019-12-19 06:27:59.56,9226,100111,13.87,12.66,86,40.8609,112,53.0292,1,9,0.8,0.2,0.893,0.681015,0.88382,12,19,6,27,58,880000
2019-12-19 06:28:04.36,9227,100112,12.9,12.66,86,40.862,112,53.0298,1,9,0.8,0.4,0.831,0.6810333,0.88383,12,19,6,28,3,680000
2019-12-19 06:28:09.08,9228,100113,14.38,12.66,86,40.8627,112,53.033,1,9,0.8,0.6,0.926,0.681045,0.8838834,12,19,6,28,8,400000
2019-12-19 06:28:14.81,9229,100114,14.27,12.65,86,40.8636,112,53.0355,1,9,0.8,0.7,0.918,0.68106,0.883925,12,19,6,28,14,120000
2019-12-19 06:28:19.55,9230,100115,16.49,12.66,86,40.8646,112,53.0366,1,9,0.8,0.6,1.061,0.6810767,0.8839433,12,19,6,28,18,870000
2019-12-19 06:28:24.31,9231,100116,15.41,12.65,86,40.8656,112,53.0381,1,9,0.8,0.7,0.991,0.6810934,0.8839683,12,19,6,28,23,630000
2019-12-19 06:28:29.2,9232,100117,9.72,12.66,86,40.8667,112,53.0424,1,9,0.8,0.7,0.627,0.6811116,0.88404,12,19,6,28,28,520000
2019-12-19 06:28:33.49,9233,100118,14.27,12.66,86,40.8675,112,53.0441,1,9,0.8,0.8,0.918,0.681125,0.8840684,12,19,6,28,32,810000
2019-12-19 06:28:38,9234,100119,9.66,12.66,86,40.8683,112,53.0489,1,9,0.8,1,0.623,0.6811383,0.8841483,12,19,6,28,37,310000
2019-12-19 06:28:43,9235,100120,10.52,12.65,86,40.8696,112,53.0523,1,9,0.8,1.1,0.678,0.68116,0.884205,12,19,6,28,42,320000
2019-12-19 06:28:47.98,9236,100121,9.95,12.65,86,40.8704,112,53.0531,1,9,0.8,1.2,0.641,0.6811734,0.8842183,12,19,6,28,47,300000
2019-12-19 06:28:52.51,9237,100122,14.95,12.65,86,40.8712,112,53.0553,1,9,0.8,1.2,0.962,0.6811866,0.884255,12,19,6,28,51,830000
2019-12-19 06:28:57.28,9238,100123,16.88,12.65,86,40.8722,112,53.0575,1,9,0.8,1.4,1.086,0.6812033,0.8842917,12,19,6,28,56,600000
2019-12-19 06:29:02.14,9239,100124,17.51,12.65,86,40.8731,112,53.0578,1,9,0.8,1.4,1.126,0.6812183,0.8842966,12,19,6,29,1,460000
2019-12-19 06:29:07.12,9240,100125,18.25,12.65,86,40.8741,112,53.0587,1,9,0.8,1.5,1.174,0.681235,0.8843117,12,19,6,29,6,440000
2019-12-19 06:29:12.06,9241,100126,15.69,12.65,86,40.8752,112,53.0614,1,9,0.8,1.4,1.01,0.6812533,0.8843566,12,19,6,29,11,380000
2019-12-19 06:29:17.2,9242,100127,15.07,12.65,86,40.8761,112,53.0639,1,9,0.8,1.5,0.97,0.6812683,0.8843983,12,19,6,29,16,520000
2019-12-19 06:29:21.96,9243,100128,12.45,12.65,86,40.8771,112,53.0669,1,9,0.8,1.5,0.802,0.681285,0.8844483,12,19,6,29,21,280000
2019-12-19 06:29:26.98,9244,100129,11.08,12.65,86,40.8783,112,53.0715,1,9,0.8,1.6,0.714,0.681305,0.884525,12,19,6,29,26,300000
2019-12-19 06:29:31.65,9245,100130,11.14,12.65,86,40.8792,112,53.0755,1,9,0.8,1.7,0.718,0.68132,0.8845917,12,19,6,29,30,970000
2019-12-19 06:29:36.41,9246,100131,10.74,12.65,86,40.8801,112,53.08,1,9,0.8,1.8,0.693,0.681335,0.8846667,12,19,6,29,35,730000
2019-12-19 06:29:41.12,9247,100132,10.63,12.65,86,40.881,112,53.0818,1,9,0.8,1.6,0.685,0.68135,0.8846966,12,19,6,29,40,440000
2019-12-19 06:29:45.89,9248,100133,11.82,12.65,86,40.8821,112,53.0856,1,9,0.8,1.6,0.762,0.6813683,0.88476,12,19,6,29,45,210000
2019-12-19 06:29:50.38,9249,100134,12.34,12.65,86,40.883,112,53.0876,1,9,0.8,1.7,0.795,0.6813833,0.8847934,12,19,6,29,49,700000
2019-12-19 06:29:55.25,9250,100135,15.98,12.65,86,40.884,112,53.0929,1,9,0.8,2,1.028,0.6814,0.8848817,12,19,6,29,54,570000
2019-12-19 06:30:00.21,9251,100136,12.79,12.65,86,40.8853,112,53.0943,1,9,0.8,2.2,0.824,0.6814216,0.884905,12,19,6,29,59,530000
2019-12-19 06:30:05.29,9252,100137,13.93,12.65,86,40.8863,112,53.0994,1,9,0.8,2.5,0.897,0.6814383,0.88499,12,19,6,30,4,610000
2019-12-19 06:30:10.2,9253,100138,9.44,12.65,86,40.8873,112,53.1064,1,9,0.8,2.7,0.609,0.681455,0.8851067,12,19,6,30,9,520000
2019-12-19 06:30:15.29,9254,100139,11.43,12.65,86,40.8882,112,53.1088,1,9,0.8,2.5,0.736,0.68147,0.8851466,12,19,6,30,14,610000
2019-12-19 06:30:20.45,9255,100140,12.34,12.65,86,40.8892,112,53.114,1,9,0.8,2.4,0.795,0.6814866,0.8852333,12,19,6,30,19,770000
2019-12-19 06:30:25.41,9256,100141,9.49,12.65,86,40.8901,112,53.1198,1,9,0.8,2.3,0.612,0.6815016,0.88533,12,19,6,30,24,730000
2019-12-19 06:30:30.62,9257,100142,10.4,12.65,86,40.891,112,53.1233,1,9,0.8,2.2,0.671,0.6815166,0.8853883,12,19,6,30,29,940000
2019-12-19 06:30:36.47,9258,100143,11.37,12.65,86,40.8921,112,53.1282,1,9,0.8,2.3,0.733,0.681535,0.88547,12,19,6,30,35,790000
2019-12-19 06:30:41.47,9259,100144,10.63,12.65,86,40.893,112,53.1331,1,9,0.8,2.4,0.685,0.68155,0.8855516,12,19,6,30,40,790000
2019-12-19 06:30:46.16,9260,100145,9.83,12.65,86,40.8941,112,53.1377,1,9,0.8,2.3,0.634,0.6815683,0.8856283,12,19,6,30,45,480000
2019-12-19 06:30:50.71,9261,100146,12.34,12.65,86,40.8949,112,53.1419,1,9,0.8,2.3,0.795,0.6815817,0.8856983,12,19,6,30,50,30000
2019-12-19 06:30:56.01,9262,100147,16.43,12.64,86,40.8962,112,53.1481,1,9,0.8,2.4,1.057,0.6816033,0.8858017,12,19,6,30,55,330000
2019-12-19 06:31:01.17,9263,100148,14.27,12.64,86,40.8971,112,53.1527,1,10,0.8,2.3,0.919,0.6816183,0.8858783,12,19,6,31,0,490000
2019-12-19 06:31:06.44,9264,100149,12.22,12.65,86,40.8982,112,53.1566,1,10,0.8,2.2,0.787,0.6816367,0.8859434,12,19,6,31,5,760000
2019-12-19 06:31:11.68,9265,100150,14.33,12.64,86,40.8991,112,53.1616,1,10,0.8,2.1,0.922,0.6816517,0.8860266,12,19,6,31,11,0
2019-12-19 06:31:16.72,9266,100151,20.3,12.64,86,40.9,112,53.1652,1,10,0.8,2.1,1.305,0.6816666,0.8860866,12,19,6,31,16,40000
2019-12-19 06:31:21.89,9267,100152,18.14,12.64,86,40.9011,112,53.1677,1,10,0.8,2.6,1.166,0.681685,0.8861284,12,19,6,31,21,210000
2019-12-19 06:31:29.61,9268,100153,20.01,12.65,86,40.9017,112,53.1684,1,10,0.8,2.4,1.287,0.681695,0.88614,12,19,6,31,28,930000
2019-12-19 06:31:37.47,9269,100154,21.44,12.64,86,40.9024,112,53.175,1,10,0.8,2,1.378,0.6817066,0.8862499,12,19,6,31,36,790000
2019-12-19 06:31:42.5,9270,100155,21.21,12.64,86,40.9036,112,53.1803,1,10,0.8,1.7,1.363,0.6817266,0.8863383,12,19,6,31,41,820000
2019-12-19 06:31:47.6,9271,100156,25.64,12.64,86,40.9047,112,53.1887,1,10,0.8,1.3,1.648,0.681745,0.8864784,12,19,6,31,46,920000
2019-12-19 06:31:52.39,9272,100157,22.23,12.64,86,40.9057,112,53.1968,1,10,0.8,1,1.429,0.6817617,0.8866133,12,19,6,31,51,710000
2019-12-19 06:31:57.52,9273,100158,22.23,12.64,86,40.9066,112,53.2022,1,10,0.8,0.8,1.429,0.6817767,0.8867034,12,19,6,31,56,840000
2019-12-19 06:36:23.06,9275,100160,21.66,12.61,86,40.9052,112,53.1291,1,10,0.7,0.7,1.393,0.6817534,0.885485,12,19,6,36,22,380000
2019-12-19 06:37:30.06,9276,100161,25.19,12.61,86,40.9054,112,53.1121,1,11,0.7,0.6,1.619,0.6817566,0.8852016,12,19,6,37,29,380000
2019-12-19 06:37:34.58,9277,100162,49.02,12.61,86,40.9062,112,53.1157,1,11,0.7,0.8,3.146,0.68177,0.8852617,12,19,6,37,33,900000
2019-12-19 06:37:38.73,9278,100163,8.7,12.61,86,40.9067,112,53.1184,1,11,0.7,0.9,0.561,0.6817783,0.8853066,12,19,6,37,38,50000
2019-12-19 06:37:42.9,9279,100164,30.02,12.61,86,40.9077,112,53.1241,1,11,0.7,0.7,1.928,0.681795,0.8854017,12,19,6,37,42,210000
2019-12-19 06:37:47.15,9280,100165,25.53,12.61,86,40.9086,112,53.1297,1,10,0.8,0.6,1.64,0.68181,0.885495,12,19,6,37,46,470000
2019-12-19 06:37:50.83,9281,100166,26.21,12.61,86,40.9091,112,53.1333,1,11,0.7,0.6,1.684,0.6818183,0.885555,12,19,6,37,50,150000
